,created,day,hr,month,name,text,truth,characters2,characters4,characters3,combined,words,numbersInName,specialCharsText,capsInText
66,2010-07-15 23:37:00,15.0,23.0,7.0,pojugreat,Cc @PdpNigeria. Metuh should pls come out and lambast the tribunal judges. We can't just take it. Lmao. Yeye party. https://t.co/kWFOvwoRX6,1,1,1,1,1,1,0,139,12
67,2010-08-07 16:21:00,7.0,16.0,8.0,maandyfromearth,"Loving can heal, loving can mend your soul and it's the only thing that I know. I swear it will get‰Ы_ https://t.co/fThUgFgTFL",1,1,1,1,1,1,0,126,9
68,2016-11-14 14:09:02,14.0,14.0,11.0,giselleevns,"RT @leftyguitar1: #RealLifeMagicSpells
Boobus Outlinus: tube tops coming back",-1,-1,-1,-1,-1,-1,0,78,8
69,2015-10-18 15:55:00,18.0,15.0,10.0,gfyniko,when ya dick and ya dms are dry _Щч©,1,1,1,1,1,-1,0,36,0
70,2017-06-14 07:40:20,14.0,7.0,6.0,margarethkurz,"#CDU, #Grüne und #FDP haben sich auf einen Koalitionsvertrag in Schleswig-Holstein geeinigt.
https://t.co/F97C8ETHpL",-1,-1,-1,-1,-1,-1,0,117,16
71,2017-02-27 05:39:47,27.0,5.0,2.0,hyddrox,RT @ScottWalker: U.S. Army Chorus entertained all of America's Governors at dinner hosted by @POTUS &amp; First Lady. American Soldier was my f…,-1,-1,-1,-1,-1,-1,0,144,19
72,2012-11-19 18:54:00,19.0,18.0,11.0,Shane_Rodenbeck,"My happy ending, is just me smoking a cigarette and letting everyone else's bullshit fly pass me.",1,-1,-1,-1,-1,-1,0,97,1
73,2016-01-03 13:59:04,3.0,13.0,1.0,evagreen69,"RT @LibertyBundle: RT : Regime which beheads 47 people in one day remains Britain's and Israel's ""best friend"" in the Muslim world. … https…",-1,-1,-1,-1,-1,-1,2,140,10
74,2015-09-17 21:12:00,17.0,21.0,9.0,lizaquenm,"EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens",1,1,1,1,1,-1,0,73,21
75,2010-12-10 02:23:00,10.0,2.0,12.0,Zoetjetoch,"I love Paul and Les having this heart-to-heart. One of those quiet, strong moments #EastEnders is so good at.",1,1,1,1,-1,-1,0,109,6
76,2017-02-10 07:12:06,10.0,7.0,2.0,heyits_toby,RT @ActivistPost: Get your popcorn ready! https://t.co/RiWHmWhIH8,-1,-1,-1,-1,-1,-1,0,65,11
77,2012-10-28 10:30:00,28.0,10.0,10.0,ayoWhit_,And if he doesn't show up ima be pissed,1,1,1,1,1,-1,0,39,1
78,2015-10-18 10:55:00,18.0,10.0,10.0,OrionsBlack,@LivingHorcrux --an awkward tone and looked away.,1,1,-1,1,1,1,0,49,2
79,2014-06-04 15:42:00,4.0,15.0,6.0,pfeifferchild,Ripped tights and Doc Marten shoes is such a cool look on a girl.,1,1,1,1,1,-1,0,65,3
80,2014-02-18 16:27:00,18.0,16.0,2.0,ryleigh_kelly,@KISS985BUFFALO @judkiss985 I was tucking in my shirt and it fell out of my pocket onto the bathroom floor and broke_Щчв_Щчв,1,1,1,1,1,1,0,124,12
81,2017-02-02 00:26:28,2.0,0.0,2.0,_nickluna_,RT @WorldTruthTV: Ten Things About Gaddafi They Don’t Want You To Know | World https://t.co/telXZBWPRi https://t.co/sfK3yB83bh,-1,-1,-1,-1,-1,-1,0,126,25
82,2015-10-12 00:50:37,12.0,0.0,10.0,patriotraphael,"RT @Terror_Monitor: #IslamicState (#ISIS) Terror Group Release Video Entitled ""Dark Rise of Banknotes &amp; The #Return Of The Gold Dinar"" http…",-1,-1,-1,-1,-1,-1,0,144,24
83,2014-06-05 16:24:00,5.0,16.0,6.0,_gummsz,@Faithm644 OH AND IM MISSING YOU OF COURSE!!!!!,1,1,1,1,1,1,0,47,26
84,2014-02-08 09:00:00,8.0,9.0,2.0,mellk_0120,"""I like to listen the #blues and some #classical."" - Peter Tork

----
Yep same with me. Same with me....",1,1,1,1,1,1,4,104,5
85,2016-03-21 22:08:07,21.0,22.0,3.0,tpartynews,Load up your guns and bring your friends! The war on own people legalized by the White House has been started. https://t.co/UKBEyfaS3S,-1,1,1,1,1,1,0,134,10
86,2010-11-12 14:37:00,12.0,14.0,11.0,NaijaDiary,"Davido, Olamide And Wizkid's Fleet Of Cars And Their Worth (Photos): This list comprises of Nigerian A list Mu... https://t.co/26uRRT5uxK",1,-1,1,1,-1,-1,0,137,19
87,2009-03-24 20:52:00,24.0,20.0,3.0,art_control,The droids you're looking for... https://t.co/ApfEXgwDa2 #Comics,1,1,1,1,1,1,0,64,6
88,2016-12-19 00:29:41,19.0,0.0,12.0,leroylovesusa,RT @carold501: Medicaid Blew $26 Mil on Health Coverage for Dead People https://t.co/HsYc80mXLx via @JudicialWatch,-1,-1,-1,-1,-1,-1,0,114,15
89,2013-06-30 11:34:00,30.0,11.0,6.0,MarihaJabin,@ameesha_patel what he could do and what not it's none of ur business. Don't beed to jump to someone personal life. Get a life girl.,1,1,-1,-1,-1,-1,0,132,2
90,2011-04-18 08:59:00,18.0,8.0,4.0,ShredOTruth,Ben Carson says as ‰Ычvolatile‰ЫЄ teen he ‰Ычwent after people with hammers‰ЫЄ and tried to stab someone https://t.co/7trfzH8w1U,1,1,1,1,1,1,0,128,4
91,2011-07-06 19:54:00,6.0,19.0,7.0,LoveRovaa,Me and broke bitches don't get along!,1,1,-1,1,-1,-1,0,37,1
92,2016-09-27 01:39:32,27.0,1.0,9.0,tpartynews,"Donald Trump: ""It's about time that this country had somebody running it that has an idea about money.""… https://t.co/9uQeBD2qEV",-1,-1,-1,-1,-1,-1,0,128,8
93,2014-08-01 02:58:00,1.0,2.0,8.0,brokentelephan,"@Danisnotserious  feels nice not being ignored im glad you're happy, and see i told you'd meet someone eventually",1,1,1,-1,1,1,0,113,1
94,2013-02-05 02:49:00,5.0,2.0,2.0,AliceCWilliams,When you've had your Vans less than a year.. And this has already happened _Щч_ #NeverAgain @VansHelp https://t.co/p0xsqSSskY,1,1,1,1,1,-1,0,125,10
95,2016-11-29 21:36:40,29.0,21.0,11.0,leroylovesusa,RT @Nottinghams1: Hey #JohnKasich #ISIS admits they are behind the #OhioStateAttack You Dummy! https://t.co/AP51xDLozF,-1,-1,-1,-1,-1,-1,0,118,20
96,2017-07-20 20:31:36,20.0,20.0,7.0,mrclydepratt,"RT @MassAppeal: We lied, the Juice is very loose.

OJ Simpson was granted parole

https://t.co/1nOyDKXjS3",-1,-1,-1,-1,-1,-1,0,109,14
97,2014-11-26 00:04:05,26.0,0.0,11.0,evagreen69,Watch it burn #USA #imho #RT,-1,-1,1,-1,-1,-1,2,28,6
98,2014-08-22 10:44:00,22.0,10.0,8.0,sonalichopra64,16 people followed me and 3 people unfollowed me // automatically checked by https://t.co/50w6WDmBvt,1,1,1,1,1,1,2,100,3
99,2015-06-09 11:52:14,9.0,11.0,6.0,anthonywoodboy,RT @morningmoneyben: Clinton-land knows she is in a box on Wall Street reform. A very tough needle to thread. http://t.co/PNm0Wp2TaS,-1,-1,-1,-1,-1,-1,0,132,11
100,2009-01-25 17:18:00,25.0,17.0,1.0,GLassdezignz,‰Ыј‰чЙ A look at my classic collection line of #jewelry earrings and bracelets #fashion #etsy https://t.co/STsLYxxhCP https://t.co/DZPbOUulbS,1,1,1,-1,1,1,0,141,13
101,2010-01-17 18:07:00,17.0,18.0,1.0,Bucklacher,"First time I got behind on @WalkingDead_AMC, dodged all spoilers. Now I'm caught up, and depressed!",1,1,1,1,1,-1,0,99,9
102,2017-02-10 11:50:20,10.0,11.0,2.0,baobaeham,RT @em2wice: Emmett Till's family wants a fresh probe into his murder after explosive new revelations https://t.co/PcBTW8mSvN via @fusion,-1,-1,-1,-1,-1,-1,0,137,10
103,2011-05-20 12:06:00,20.0,12.0,5.0,Kie_0213,I'd be a great benefit to the company and the company would benefit my pockets! Lol. One hand must wash the other,1,1,1,1,1,1,4,113,3
104,2012-05-05 09:28:00,5.0,9.0,5.0,Pilates_Balance,Interesting! https://t.co/BRtsG0soiN,1,-1,-1,1,-1,-1,0,36,5
105,2016-12-21 15:39:16,21.0,15.0,12.0,melvinsroberts,RT @GregTheWright: Sign my petition to regift the Statue of Liberty to Switzerland #SecondhandGifts,-1,-1,-1,-1,-1,-1,0,99,11
106,2016-05-12 17:59:07,12.0,17.0,5.0,garrettsimpson_,"MT @FBRASWELL: 'Prayer is not for God's information, but for our instruction!' ~ Spurgeon https://t.co/DHxdzVXbJj #RenewUS #PJNET",-1,-1,-1,-1,-1,-1,0,129,27
107,2009-02-11 16:51:00,11.0,16.0,2.0,blefuscu74,@tfeditor1892 @TheMightySteve of course he is. I‰ЫЄm totally against the chants used against him. They are classless and tbh sick.,1,1,1,1,1,1,2,130,5
108,2015-09-13 17:51:00,13.0,17.0,9.0,xagnes13,"EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens",1,1,1,1,1,-1,2,73,21
109,2016-12-28 16:13:43,28.0,16.0,12.0,kathiemrr,RT @felicia014: Eighty Six Hours Left  #2016In4Words,-1,-1,-1,-1,-1,-1,0,52,8
110,2015-02-09 03:48:00,9.0,3.0,2.0,lilachB123,I Just Voted for @justinbieber for #ArtistOfTheYear Go Here https://t.co/p22VWg6vMU and Vote for your favorite!,1,1,1,1,1,-1,3,111,14
111,2016-08-15 11:38:08,15.0,11.0,8.0,mr_clampin,RT @DominicValent: Weeks and Geeks #AthleticsTVShows,-1,-1,-1,-1,-1,-1,0,52,10
112,2016-10-06 12:32:23,6.0,12.0,10.0,melanymelanin,RT @blicqer: ▶ O Brasil no globo da morte https://t.co/H7KlMl1spn @TheIntercept https://t.co/blPD5GD1Bw,-1,-1,-1,-1,-1,-1,0,103,14
113,2017-01-10 19:12:43,10.0,19.0,1.0,detroitdailynew,Motown Museum offering free tickets to kids on Martin Luther King Jr. Day https://t.co/JzAnJXl3g3 https://t.co/YyToQ9l…,-1,-1,-1,-1,-1,-1,0,119,14
114,2017-01-28 22:34:39,28.0,22.0,1.0,ameliebaldwin,RT @anal_jew: I own all the banks and media,-1,-1,-1,-1,-1,-1,0,43,3
115,2017-07-12 03:22:36,12.0,3.0,7.0,paulinett,RT @jordanjarmin: I love you @LILBTHEBASEDGOD https://t.co/uxXKUYw8fI,-1,-1,-1,-1,-1,-1,0,69,23
116,2011-07-21 11:30:00,21.0,11.0,7.0,CityClubRaleigh,View the Community Halloween Spooktacular @CityClubRaleigh photo album!  https://t.co/NKn6ynsME0,1,1,1,1,1,1,0,96,11
117,2009-05-18 07:34:00,18.0,7.0,5.0,David_C_Steele,@bdean1981 @tsnmike He was acting out yesterday in his role as an athlete. Wearing a uniform and everything.,1,1,-1,-1,1,1,0,108,2
118,2012-03-17 13:07:00,17.0,13.0,3.0,94heskind,"@Harry_Styles thank you for being so genuine and an incredible human. You're so selfless and humble, would you mind following me? ‰ЫУ 108,629",1,1,-1,1,1,1,2,141,3
119,2016-10-17 07:25:32,17.0,7.0,10.0,hyddrox,"RT @nuiotwo: ➡️TRUMP 2016 ⬅️

I will not be holding my nose in the voting booth.
I’ll vote my conscience.
I will make not a poli… ",-1,-1,-1,-1,-1,-1,0,130,10
120,2016-12-05 15:01:56,5.0,15.0,12.0,giselleevns,"RT @tombstone352: #AlternativeAcronymInterpretations
BFF Beatles Fan Forever",-1,-1,-1,-1,-1,-1,0,77,11
121,2012-06-11 14:55:00,11.0,14.0,6.0,WakeTechIntegra,Carrots and Sticks. #StartWithWhy  URL:https://t.co/R4yTitRqeZ,1,1,1,-1,1,1,0,62,12
122,2014-09-19 08:08:00,19.0,8.0,9.0,PegassusBroker,@del_ebooks Thank you for your comments and welcome to my site,1,1,1,1,1,1,0,62,1
123,2013-01-27 06:47:00,27.0,6.0,1.0,thephillygrail,@MarkPerner @Sixers yes. Beast mode for Knicks in SL. Get him and N. Johnson with 16th spot and 1 more cut,1,1,-1,1,1,1,0,106,10
124,2010-09-07 10:59:00,7.0,10.0,9.0,UnderwoodSports,"@KMGTHEU @PrideInTheU @_QueenLioness_ this IS stupid because I said nothing to the contrary of your tweet. And yet, here we are.",1,1,1,1,1,1,0,128,17
125,2007-05-03 22:38:00,3.0,22.0,5.0,norbert_m,"All these lights and markings, each carrying a specific meaning _ЩФОhttps://t.co/PgvbTkNT2f #aviation",1,1,1,1,1,-1,0,101,5
126,2008-10-09 08:20:00,9.0,8.0,10.0,walkeramy,And then I got to hang out with Jack! #soCute https://t.co/ibjjJZSNdU,1,1,1,1,-1,1,0,69,9
127,2016-09-16 18:17:50,16.0,18.0,9.0,carriethornthon,RT @CarrionSoul: Proud troll right here. Hehehe https://t.co/Dh5c68budK,-1,-1,-1,-1,-1,-1,0,71,8
128,2013-12-04 13:49:00,4.0,13.0,12.0,DanishPia,"Dinner this evening - Tart with ricotta cheese, peppers, courgettes, chorizo and fig chutney.. Scrumptious _Щч_ https://t.co/9IGiWrxjKK",1,1,1,-1,1,1,0,135,8
129,2014-12-28 08:23:00,28.0,8.0,12.0,kawaiihemm,HALLOWEEN IS IN 5 DAYS AND I ACTUALLY HAVE A COSTUME HOORAY FOR ME,1,1,1,1,1,1,0,66,52
130,2017-07-15 21:52:28,15.0,21.0,7.0,baobaeham,"RT @funder: Mike Pence was spreading fake news about Medicaid in Ohio. @JohnKasich  struck back calling Pence's comments false.
https://t.c…",-1,-1,-1,-1,-1,-1,0,141,9
131,2017-02-17 11:14:16,17.0,11.0,2.0,_nickluna_,RT @LightAlexander: The Vaccine Hoax is Over – Secret Documents Reveal Shocking Truth - https://t.co/fSBFlfcehJ,-1,-1,-1,-1,-1,-1,0,111,17
132,2011-08-02 23:43:00,2.0,23.0,8.0,khuma_th,Now playing Dr Dre Medicine man feat Eminem and our own Candice Pillay,1,1,1,1,-1,1,0,70,7
