,created,day,hr,month,name,text,truth,characters2,characters4,characters3,combined,words,numbersInName,specialCharsText,capsInText
24,2015-09-17 21:13:00,17.0,21.0,9.0,lizaquennn,"EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens",1,1,1,1,1,-1,0,0.136986301369863,0.2876712328767123
25,2009-04-30 11:14:00,30.0,11.0,4.0,laurabenedict,"Risk of loss of innocence. And that always happens. Story of humans, yes? #LitChat",1,-1,-1,-1,-1,-1,0,0.21951219512195122,0.06097560975609756
26,2013-12-05 18:08:00,5.0,18.0,12.0,TWENTY0NEPlLOTS,#EMМчTIМчNALRМчADSHМчW I might be attending it and I'm dying inside,1,1,1,1,1,1,1,0.2835820895522388,0.22388059701492538
27,2011-09-14 20:25:00,14.0,20.0,9.0,notorious_nicki,Never used a dating app in my life and I never will. I prefer meeting people in person. Body language is everything,1,1,-1,-1,-1,-1,0,0.2,0.034782608695652174
28,2014-04-19 09:51:00,19.0,9.0,4.0,cokeboymixtapes,"Get 20,000 views 10,000 Streams and 2,000 downloads make your #DATPIFF mixtape standout in 12-20 days https://t.co/ogTt85z3jH",1,1,1,-1,1,1,0,0.376,0.088
29,2015-08-10 17:33:00,10.0,17.0,8.0,_Bri_DiBlasi,I can actually feel my life slowly coming back together through a mess and im proud of that.,1,1,1,1,-1,-1,0,0.1956521739130435,0.010869565217391304
30,2017-01-26 00:57:15,26.0,0.0,1.0,jeffreykahunas,RT @seanhannity: Secret Service Motorcade support unit. #HeroSalutes https://t.co/R24LW31O5d,-1,-1,-1,-1,-1,-1,0,0.2391304347826087,0.11956521739130435
31,2016-09-16 20:59:41,16.0,20.0,9.0,dorothiebell,"RT @peddoc63: Same way racist Democrats started KKK &amp; Jim Crow Laws, they started Obama #Birtherism &amp; then try to revise history by blaming…",-1,-1,-1,-1,-1,-1,0,0.22972972972972974,0.08108108108108109
32,2009-09-23 14:50:00,23.0,14.0,9.0,pjwilliamstwins,Excited to intro 2016 Target Field enhancements - Minnie &amp; Paul's (open to all fans) and CATCH (Season Tix venue). https://t.co/8ME4e9fGgV,1,1,-1,1,1,-1,0,0.2887323943661972,0.11267605633802817
33,2017-02-15 13:24:35,15.0,13.0,2.0,thefoundingson,RT @TheFoundingSon: When you read only half of the Quran https://t.co/b3jY4VXljQ,-1,-1,-1,-1,-1,-1,0,0.2375,0.1375
34,2016-12-08 10:11:20,8.0,10.0,12.0,cookncooks,RT @kerrijacobi: What the HELL is that?! OMG! https://t.co/ib6z6mjDIM,-1,-1,-1,-1,-1,-1,0,0.2898550724637681,0.18840579710144928
35,2013-10-23 19:50:00,23.0,19.0,10.0,avneetbadwal,today lukich complimented my haircut and i died.,1,-1,1,1,1,1,0,0.16666666666666666,0.0
36,2016-12-30 22:53:31,30.0,22.0,12.0,cookncooks,RT @BlameBigGovt: 💯💯💯💯💯💯💯💯💯💯 https://t.co/LY74r8ODlc,-1,-1,-1,-1,-1,-1,0,0.4423076923076923,0.17307692307692307
37,2015-09-17 21:18:00,17.0,21.0,9.0,lizaquenss,"EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens",1,1,1,1,1,-1,0,0.136986301369863,0.2876712328767123
38,2012-11-02 16:32:00,2.0,16.0,11.0,aj0594,I can't be touched and yall just can't keep up,1,-1,1,1,1,1,4,0.2391304347826087,0.021739130434782608
39,2016-12-21 18:55:14,21.0,18.0,12.0,emileewaren,RT @davehudspeth: MT @COSRally: Want term limits on SCOTUS justices? You are not alone! #COSProject #ReduceDC https://t.co/HnUXVvAe7X,-1,-1,-1,-1,-1,-1,0,0.22556390977443608,0.21804511278195488
40,2016-12-14 18:01:33,14.0,18.0,12.0,brianaregland,RT @PeopleRuin: You must Follow @TheDrunkStory for Hilarious party stories!😂😂 https://t.co/6GrSS8PXt7,-1,-1,-1,-1,-1,-1,0,0.2376237623762376,0.1485148514851485
41,2014-12-28 08:23:00,28.0,8.0,12.0,kawaiihemm,HALLOWEEN IS IN 5 DAYS AND I ACTUALLY HAVE A COSTUME HOORAY FOR ME,1,1,1,1,1,1,0,0.21212121212121213,0.7878787878787878
42,2015-09-16 07:07:00,16.0,7.0,9.0,unquenditional2,"EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens",1,1,1,1,1,-1,1,0.136986301369863,0.2876712328767123
43,2017-02-26 12:21:07,26.0,12.0,2.0,michellearry,"RT @StefanMolyneux: Documentary: An Open Secret: “The film is a look into the issue of underage sexual abuse in Hollywood.“

https://t.co/o…",-1,-1,-1,-1,-1,-1,0,0.2535211267605634,0.07042253521126761
44,2017-02-24 12:58:28,24.0,12.0,2.0,hyddrox,RT @realDonaldTrump: find the leakers within the FBI itself. Classified information is being given to media that could have a devastating e…,-1,-1,-1,-1,-1,-1,0,0.17857142857142858,0.05714285714285714
45,2016-08-24 14:56:10,24.0,14.0,8.0,chrixmorgan,RT @Goodluckbeer: Fentanyl filled Trump supporters #MustBeBanned from all social media. This is a sad existence isn't it... https://t.co/sR…,-1,-1,-1,-1,-1,-1,0,0.22857142857142856,0.07142857142857142
46,2012-09-10 04:21:00,10.0,4.0,9.0,feedmeCFC,"@feroze17 @NeilMellor33 when he played against Fiorentina in pre-season, looked so lively and energetic on the right. We need that!!",1,1,1,1,1,1,0,0.22727272727272727,0.030303030303030304
47,2017-01-03 06:26:32,3.0,6.0,1.0,leroylovesusa,"RT @vivelafra: IT WAS NOT RUSSIA!

How many times does Assange have to say this?  What exactly is Obama up to?  

@Wikileaks @realDonaldTru…",-1,-1,-1,-1,-1,-1,0,0.2708333333333333,0.1597222222222222
48,2012-06-26 19:30:00,26.0,19.0,6.0,ImprobableJoe,@GrandmasterJone And whether or not you place any value on human happiness maybe?,1,1,1,1,-1,1,0,0.1728395061728395,0.037037037037037035
49,2012-06-11 06:23:00,11.0,6.0,6.0,tbrfootball,"Newcastle: The Good, The Bad and The Unpredictable (@Thomasnorris1) - https://t.co/7xQ0tws815 https://t.co/1glR9zpXWA",1,1,1,1,1,1,0,0.29914529914529914,0.1111111111111111
50,2016-10-29 05:06:17,29.0,5.0,10.0,bocharnikov_v,"RT @RT_America: Violent crowd attacks, insults homeless woman guarding #Trump’s Hollywood star (VIDEOS) https://t.co/GBgWWQnDoc https://t.c…",-1,-1,-1,-1,-1,-1,0,0.22857142857142856,0.14285714285714285
51,2017-01-09 22:11:41,9.0,22.0,1.0,ameliebaldwin,RT @cheatsfront: BATLLE CAMP #batllecamp #Cheats #Online #Android #giveaway #indiedev #Download #Hacked https://t.co/0GtCgycp39,-1,-1,-1,-1,-1,-1,0,0.23622047244094488,0.14960629921259844
52,2016-10-02 17:42:35,2.0,17.0,10.0,garrettsimpson_,"RT @JudicialWatch: Obama’s pattern of malfeasance is clear. He is flouting constitutional limits on his authority, violating the law. https…",-1,-1,-1,-1,-1,-1,0,0.18571428571428572,0.04285714285714286
53,2016-07-22 09:38:53,22.0,9.0,7.0,onlinecleveland,Trump casts himself as Mr. Fix-It: Darcy cartoon: Trump  wrapped a convention filled with screw-ups by casting h...  #Cleveland #politics,-1,-1,-1,-1,-1,-1,0,0.22627737226277372,0.051094890510948905
54,2016-09-29 00:54:57,29.0,0.0,9.0,pamela_moore13,"""Where's the money?"" Haitian activists protesting the theft of earthquake aid &amp; pillage of Haiti by the Clintons ou… https://t.co/Y5xYwqKuf1",-1,1,1,1,1,1,2,0.22916666666666666,0.04861111111111111
55,2010-04-02 13:19:00,2.0,13.0,4.0,TruckDadto3Kids,I just entered for a chance to win a Astro A40 TR Headset courtesy of @sattelizergames! And you can too! https://t.co/oDV4Y6BV4O,1,1,1,1,-1,-1,1,0.2578125,0.1015625
56,2016-09-18 01:02:11,18.0,1.0,9.0,usa_gunslinger,Obama bombs Assad to help ISIS. MVP confirmed...... https://t.co/Vt9SEKbhq1,-1,1,-1,-1,-1,-1,0,0.29333333333333333,0.17333333333333334
57,2016-11-14 14:09:02,14.0,14.0,11.0,giselleevns,"RT @leftyguitar1: #RealLifeMagicSpells
Boobus Outlinus: tube tops coming back",-1,-1,-1,-1,-1,-1,0,0.1794871794871795,0.10256410256410256
58,2013-08-16 14:48:00,16.0,14.0,8.0,KenChronicle,Discovered it in England. It's how they eat fish and chips.  Never went back to ketchup. https://t.co/tYIf6bZmX2,1,1,1,1,1,1,0,0.25,0.07142857142857142
59,2016-12-31 19:03:40,31.0,19.0,12.0,willisbonnerr,"RT @MsPackyetti: All privilege isn't the same, but they function similarly. Thus, our responsibility is similar.",-1,-1,-1,-1,-1,-1,0,0.19642857142857142,0.05357142857142857
60,2016-09-27 01:39:32,27.0,1.0,9.0,tpartynews,"Donald Trump: ""It's about time that this country had somebody running it that has an idea about money.""… https://t.co/9uQeBD2qEV",-1,-1,-1,-1,-1,-1,0,0.2421875,0.0625
61,2015-06-09 17:52:10,9.0,17.0,6.0,anthonywoodboy,"RT @RBPundit: Incorrect. It existed. Most of the people who didn't have it, CHOSE not to buy it. https://t.co/WbEkrsQFJs",-1,-1,-1,-1,-1,-1,0,0.25,0.15
62,2016-11-24 04:49:23,24.0,4.0,11.0,garrettsimpson_,RT @SeeingRed02: @FreeDavidKing @StupidCompanies Great shirt. Educational too!,-1,-1,-1,-1,-1,-1,0,0.19230769230769232,0.14102564102564102
63,2014-12-23 14:33:52,23.0,14.0,12.0,judelambertusa,Time is an illusion. Lunchtime doubly so,-1,-1,1,-1,-1,-1,0,0.175,0.05
64,2015-09-21 02:24:00,21.0,2.0,9.0,potching666,"EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens",1,1,1,1,1,-1,3,0.136986301369863,0.2876712328767123
65,2010-07-06 12:06:00,6.0,12.0,7.0,sbl_mosthated,You gotta look in the mirror and be your own ambition,1,1,1,1,1,1,0,0.18867924528301888,0.018867924528301886
66,2016-08-01 16:22:19,1.0,16.0,8.0,todaybostonma,Assange won't say whether Russia behind DNC hack  #politics,-1,-1,-1,-1,-1,-1,0,0.1864406779661017,0.0847457627118644
67,2016-09-17 08:55:41,17.0,8.0,9.0,dorothiebell,RT @BringtheFlag: What The Media Is Not Telling YOU About The Muslim In New York Who Hacked An Officer With A Cleaver. Read His ...  https:…,-1,-1,-1,-1,-1,-1,0,0.24285714285714285,0.2
68,2009-03-06 11:54:00,6.0,11.0,3.0,JamilaHanan,Many of the #Rohingya in this camp lived and worked in Sittwe until their homes were burnt in 2012 #GenocideAgenda https://t.co/QWW5LNGkM9,1,1,-1,1,1,1,0,0.2391304347826087,0.08695652173913043
69,2015-12-10 15:18:05,10.0,15.0,12.0,westernwindwes,RT @FreedomWorks: Bernie Sanders and the climate change hostage crisis: https://t.co/E7jlHgUany  via @remso101,-1,-1,-1,-1,-1,-1,0,0.23636363636363636,0.08181818181818182
70,2012-04-18 19:47:00,18.0,19.0,4.0,real_gray,And when you find it... You're gonna wish you didn't.,1,1,1,1,1,-1,0,0.2830188679245283,0.03773584905660377
71,2011-01-31 12:52:00,31.0,12.0,1.0,stebuzz07,"Too much pressure on Rooney as captain, definitely not the same player since he got the armband. 
Give it to Bastian and let Rooney loose",1,1,1,1,1,1,2,0.19708029197080293,0.0364963503649635
72,2016-11-07 14:21:39,7.0,14.0,11.0,danageezus,#2016ElectionIn3Words I am offended,-1,-1,-1,-1,-1,-1,0,0.2571428571428571,0.11428571428571428
73,2015-10-24 15:38:00,24.0,15.0,10.0,djcadmacmonkey1,"Its a double capsule day _Щчг_Щчг 27 varieties of fruit and veg...in a capsule, simples _Щчг_Щчг #fruitandveg #juiceplus #health https://t.co/tXhS9N9fsD",1,1,1,1,1,-1,1,0.3355263157894737,0.03289473684210526
74,2017-02-06 14:11:13,6.0,14.0,2.0,evagreen69,"RT @GoodLookingLosr: Newbies, to avoid confusion:
The bad guys are the ones in all black with ski masks and weapons.
The good guys are the…",-1,-1,-1,-1,-1,-1,2,0.22695035460992907,0.05673758865248227
75,2012-09-02 02:35:00,2.0,2.0,9.0,Lele__Marie,@AmeliaGraceee_  pink and white,1,-1,-1,-1,-1,-1,0,0.1935483870967742,0.06451612903225806
76,2013-12-27 22:41:00,27.0,22.0,12.0,prestineKlein,I walk upstairs to go ask my mom a question and I hear her talking a bunch of shit about me to my step dad...like how cool,1,1,1,1,1,-1,0,0.23770491803278687,0.01639344262295082
77,2007-11-27 13:10:00,27.0,13.0,11.0,NickSherman,"@TrentWalton @oguzbilgic Spell it out in all-caps and I think you may have a candidate for a new Unicode character there.
cc @EmojiProposals",1,-1,1,1,1,1,0,0.19285714285714287,0.05
78,2016-09-16 20:14:38,16.0,20.0,9.0,pamela_moore13,"Michelle Obama wants 'Four More Years'
We know exactly what 4 years will bring: all the failures of Obama Presidency https://t.co/aOGrkNOFWP",-1,-1,-1,-1,-1,-1,2,0.20714285714285716,0.10714285714285714
79,2017-03-30 22:57:55,30.0,22.0,3.0,baobaeham,RT @RapJuggernaut: What If I Told You One Was One Of HipHop's Premiere Journalist The Other Manages One Of HipHop's… https://t.co/smlXaqNVFU,-1,-1,-1,-1,-1,-1,0,0.21428571428571427,0.20714285714285716
80,2011-03-03 07:11:00,3.0,7.0,3.0,natnedelkovska,"Rarely seen consistence between visual and narrative storytelling. She's one of my favorites.

https://t.co/INxR7R9kXj",1,-1,1,1,-1,-1,0,0.2033898305084746,0.059322033898305086
81,2013-10-01 13:48:00,1.0,13.0,10.0,therockelgroup,Great starter home located on a cul-de-sac and has a fully privacy fenced yard with a large deck &amp; c https://t.co/f4fZlK8oUG,1,1,-1,-1,1,-1,0,0.2421875,0.0390625
82,2015-09-14 09:55:00,14.0,9.0,9.0,SIGMAKLlM,"him and his narrative shit, they're enabling mentalities that damn people like us: the victims who don't have the luxury of being likable",1,1,1,1,1,1,0,0.1897810218978102,0.0
83,2012-11-11 10:53:00,11.0,10.0,11.0,EuanSlideways,@caledonianbeer maybe more than one _Щчд and a couple of unmistakably bill's as well,1,1,1,1,1,1,0,0.2261904761904762,0.0
84,2016-11-26 14:53:29,26.0,14.0,11.0,thefoundingson,Fidel Castro holding baby Michel Trudeau https://t.co/D0q7Hqtygg,-1,1,-1,1,1,1,0,0.203125,0.09375
85,2011-03-04 09:34:00,4.0,9.0,3.0,alexizrose,I just found a baby spider in my hair and this girl next to me tried to kill it wtf he's just a baby,1,1,1,1,1,1,0,0.24,0.01
86,2017-01-25 04:44:13,25.0,4.0,1.0,patriotblake,"RT @Conservatexian: News post: ""Now Ted Cruz is praising Mitch McConnell's leadership"" https://t.co/yh2NNrQVdg",-1,-1,-1,-1,-1,-1,0,0.21818181818181817,0.12727272727272726
87,2016-09-23 13:04:29,23.0,13.0,9.0,newspeakdaily,Trump to Name More Supreme Court Candidates Including Mike Lee: NBC  #politics,-1,-1,-1,-1,-1,-1,0,0.1794871794871795,0.15384615384615385
88,2012-09-22 08:10:00,22.0,8.0,9.0,_FrancescaaWebb,scratch that I've now got loads of weird men stalking me and people commenting on it in a different language,1,1,1,1,1,-1,0,0.18518518518518517,0.009259259259259259
89,2012-05-31 17:01:00,31.0,17.0,5.0,awesomeness777,You guys are all so sweet!! Just remember to stay strong and fight all evil!! #Fighter #StayStrong https://t.co/1ZThov1GZ4,1,-1,-1,-1,-1,-1,3,0.2540983606557377,0.07377049180327869
90,2016-11-14 12:41:02,14.0,12.0,11.0,jenn_abrams,"""Rape Melania"" sign from those who can't stop shouting about rape culture https://t.co/QKITD91Q54",-1,1,-1,-1,1,-1,0,0.24742268041237114,0.08247422680412371
91,2014-07-13 17:09:00,13.0,17.0,7.0,KEVlNOWENS,"MY GRANDMA TRIED BRAINWASHING ME INTO THINKING I WAS RACIST SO SHES LIKE ""if a black guy came over and stared you down what would you feel""+",1,1,-1,1,1,-1,0,0.20714285714285716,0.42857142857142855
92,2012-09-25 14:36:00,25.0,14.0,9.0,HayleyByrne14,I think I'll just make some cookies and perhaps self reflect on my life :),1,-1,-1,1,1,1,2,0.22972972972972974,0.02702702702702703
93,2015-01-16 02:45:00,16.0,2.0,1.0,Donyademonyita,8 people followed me and 4 people unfollowed me // automatically checked by https://t.co/LJeW1IwPPn,1,1,1,1,-1,1,0,0.23232323232323232,0.06060606060606061
94,2016-03-22 18:56:33,22.0,18.0,3.0,lazykstafford,"Refugees are not welcome, that my view! #IslamKills",-1,-1,-1,-1,-1,-1,0,0.19607843137254902,0.058823529411764705
95,2015-04-28 11:00:00,28.0,11.0,4.0,missed_me_SH,@ShezaHolmes good. *winks happily and runs his fingers through his hair* anything else you wanna know?,1,-1,1,1,-1,1,0,0.19607843137254902,0.0196078431372549
96,2017-08-02 01:52:36,2.0,1.0,8.0,mrclydepratt,"RT @steenfox: There's usually some dialogue included like ""What's good, baby?!"" ""Sheeeit, I can't call it."" A whole lot was said there 😂 ht…",-1,-1,-1,-1,-1,-1,0,0.2785714285714286,0.05
97,2017-07-25 21:13:14,25.0,21.0,7.0,datwisenigga,"RT @AARPadvocates: - as well as take insurance away from millions of Americans - parents, spouses, children, grandparents, veterans, the di…",-1,-1,-1,-1,-1,-1,0,0.21428571428571427,0.05
98,2014-09-10 16:30:00,10.0,16.0,9.0,westhampress,#WestHam Tweets: 52: Goal. @FulhamFC double their lead. No7 Dean O'Halloran gets in behind and scores low to‰Ы_ https://t.co/nNl43w8yX3,1,1,1,1,1,-1,0,0.2962962962962963,0.0962962962962963
99,2015-10-11 09:05:00,11.0,9.0,10.0,sidneygirlie,"EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens",1,1,1,1,1,-1,0,0.136986301369863,0.2876712328767123
100,2009-05-29 21:51:00,29.0,21.0,5.0,KayleighQueue,"@MarkOStack musically, a good choice. But give those early albums a listen with an ear for gender dynamics and you'll still be bummed",1,-1,1,1,-1,-1,0,0.19548872180451127,0.03007518796992481
101,2016-07-21 13:30:41,21.0,13.0,7.0,sternandreas404,Sie dient dem Land und den Menschen #Merkelmussbleiben,-1,-1,-1,-1,-1,-1,3,0.14814814814814814,0.07407407407407407
102,2017-03-22 04:10:25,22.0,4.0,3.0,michellearry,RT @joeyyeo13: URGENT: I'm probably fired and I have the biggest story in the world right now https://t.co/8JLYEL6BWL,-1,-1,1,-1,-1,-1,0,0.2564102564102564,0.15384615384615385
103,2014-12-30 13:17:00,30.0,13.0,12.0,BingerFinancial,#insurance and #financial solutions #stpete  get the professional advice you need,1,1,1,1,1,1,0,0.1728395061728395,0.0
104,2016-12-26 08:10:27,26.0,8.0,12.0,evagreen69,RT @Piclogy: The Longleat hedge maze is the largest maze in the world | Photography by ©Jason Hawkes https://t.co/WZh3PuNzlH,-1,-1,1,1,-1,-1,2,0.22580645161290322,0.10483870967741936
105,2011-07-21 06:32:00,21.0,6.0,7.0,android_hit,"Fun, addictive and simple puzzle game for android #games #app #android https://t.co/vlHNU0820t https://t.co/1iPFdDinAG",1,1,1,-1,1,1,0,0.2627118644067797,0.07627118644067797
106,2010-04-17 13:02:00,17.0,13.0,4.0,Chey_ane,@BekahWarnock Thanks ‰чј•ьЏ and its yummy!,1,1,1,1,1,1,0,0.30952380952380953,0.07142857142857142
107,2016-10-15 17:36:59,15.0,17.0,10.0,blk_voice,Please recognize: Black women have been doctors in this country since Rebecca Lee Crumpler earned her M.D. degree i… https://t.co/mzjUJfRdGq,-1,-1,-1,-1,-1,-1,0,0.2,0.07857142857142857
108,2016-11-28 16:19:06,28.0,16.0,11.0,jasper_fly,RT @Rushs_Dad: Come up with ingenious Elf on the Shelf ideas that I think no one else has thought of. But they have.  #ToDoListBeforeChrist…,-1,-1,-1,-1,-1,-1,0,0.22142857142857142,0.1
109,2016-11-13 07:51:13,13.0,7.0,11.0,melanymelanin,RT @blicqer: Army Special Forces Soldiers Killed In Jordan: Training “moderate rebels” For CIA. https://t.co/VgKKiasRe0 @MrNegroMilitant ht…,-1,-1,-1,-1,-1,-1,0,0.21428571428571427,0.15
110,2008-09-11 18:42:00,11.0,18.0,9.0,suckatsports,@DeepInThaQ And I don't alleviate him of responsibility for doing things poorly in his control. I just think the coaches failed him/us also.,1,1,1,1,1,1,0,0.19285714285714287,0.05
111,2015-02-02 16:59:00,2.0,16.0,2.0,YourBiomarker,Check out @FightCRC (https://t.co/OLmwalljPO) to learn more about #Biomarkers and #colorectalcancer.,1,1,1,1,1,-1,0,0.21,0.1
112,2017-02-18 20:17:49,18.0,20.0,2.0,michellearry,"RT @realDonaldTrump: Will be having many meetings this weekend at The Southern White House. Big 5:00 P.M. speech in Melbourne, Florida. A l…",-1,-1,-1,-1,-1,-1,0,0.24285714285714285,0.10714285714285714
113,2016-11-02 12:59:21,2.0,12.0,11.0,patriotblake,RT @RawDawgBuffalo: Trump Tells Early Voters to Change Their Ballots If They Have 'Buyer's Remorse'   https://t.co/b550lNz8XF,-1,-1,-1,-1,-1,-1,0,0.248,0.16
114,2012-02-12 05:49:00,12.0,5.0,2.0,MariaBarnes6,@Stickyribs1 Great burgers and ribs tonight. Nanchos to start lush! Cocktails also great-happy hour prices too!,1,1,-1,-1,1,-1,1,0.1891891891891892,0.036036036036036036
115,2012-10-21 16:50:00,21.0,16.0,10.0,ZeTheGreat,"I'm off tomorrow, and so is my barber. Pissed",1,-1,1,-1,-1,-1,0,0.24444444444444444,0.044444444444444446
116,2016-09-18 09:37:09,18.0,9.0,9.0,kateritterrrr,"RT @steve0423: Why is it govt responsibility to cover maternity leave in the first place? 🤔🤔🤔
#Libertarian
#tcot #ccot https://t.co/aQjGn0C…",-1,-1,-1,-1,-1,-1,0,0.2785714285714286,0.05
117,2016-07-18 15:06:56,18.0,15.0,7.0,melanymelanin,"RT @EBONYMag: David Clarke on CNN is no surprise, @MarshallProj warned us about his dangerous mentality: https://t.co/ep2hsu5leo https://t.…",-1,-1,-1,-1,-1,-1,0,0.24285714285714285,0.10714285714285714
118,2017-02-02 00:26:28,2.0,0.0,2.0,_nickluna_,RT @WorldTruthTV: Ten Things About Gaddafi They Don’t Want You To Know | World https://t.co/telXZBWPRi https://t.co/sfK3yB83bh,-1,-1,-1,-1,-1,-1,0,0.25396825396825395,0.1984126984126984
